9, 69, 56, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
0, 7, 10, 
2, 49, 25, 
4, 56, 26, 
5, 56, 26, 
5, 56, 26, 
5, 56, 26, 
6, 56, 26, 
6, 56, 26, 
8, 63, 28, 
10, 63, 28, 
10, 63, 28, 
10, 63, 28, 
10, 63, 28, 
10, 78, 62, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
-1, 33, 14, 
1, 33, 14, 
1, 33, 14, 
3, 40, 15, 
4, 40, 15, 
4, 40, 15, 
4, 40, 15, 
5, 44, 18, 
7, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
9, 51, 20, 
10, 78, 62, 
0, 64, 21, 
1, 68, 22, 
3, 68, 22, 
3, 68, 22, 
3, 68, 22, 
4, 68, 22, 
4, 68, 22, 
5, 68, 22, 
5, 68, 22, 
6, 82, 25, 
8, 82, 25, 
8, 82, 25, 
9, 82, 25, 
9, 82, 25, 
9, 82, 25, 
10, 78, 62, 
0, 64, 21, 
1, 68, 22, 
3, 68, 22, 
3, 68, 22, 
3, 68, 22, 
4, 68, 22, 
4, 68, 22, 
5, 68, 22, 
5, 68, 22, 
6, 82, 25, 
8, 82, 25, 
8, 82, 25, 
9, 82, 25, 
9, 82, 25, 
9, 82, 25, 
10, 78, 62, 
0, 64, 21, 
1, 68, 22, 
3, 68, 22, 
3, 68, 22, 
3, 68, 22, 
4, 68, 22, 
4, 68, 22, 
5, 68, 22, 
5, 68, 22, 
6, 82, 25, 
8, 82, 25, 
8, 82, 25, 
9, 82, 25, 
9, 82, 25, 
9, 82, 25, 
10, 78, 62, 
0, 64, 21, 
1, 68, 22, 
3, 68, 22, 
3, 68, 22, 
3, 68, 22, 
4, 68, 22, 
4, 68, 22, 
5, 68, 22, 
5, 68, 22, 
6, 82, 25, 
8, 82, 25, 
8, 82, 25, 
9, 82, 25, 
9, 82, 25, 
9, 82, 25, 
10, 78, 62, 
0, 64, 21, 
1, 68, 22, 
3, 68, 22, 
3, 68, 22, 
3, 68, 22, 
4, 68, 22, 
4, 68, 22, 
5, 68, 22, 
5, 68, 22, 
6, 82, 25, 
8, 82, 25, 
8, 82, 25, 
9, 82, 25, 
9, 82, 25, 
9, 82, 25, 
10, 78, 62, 
0, 84, 27, 
1, 88, 28, 
3, 88, 28, 
3, 88, 28, 
3, 88, 28, 
4, 88, 28, 
4, 88, 28, 
5, 88, 28, 
5, 88, 28, 
6, 102, 31, 
8, 102, 31, 
8, 102, 31, 
9, 102, 31, 
9, 102, 31, 
9, 102, 31, 
10, 78, 62, 
0, 84, 27, 
1, 88, 28, 
3, 88, 28, 
3, 88, 28, 
3, 88, 28, 
4, 88, 28, 
4, 88, 28, 
5, 88, 28, 
5, 88, 28, 
6, 102, 31, 
8, 102, 31, 
8, 102, 31, 
9, 102, 31, 
9, 102, 31, 
9, 102, 31, 
10, 78, 62, 
0, 84, 27, 
1, 88, 28, 
3, 88, 28, 
3, 88, 28, 
3, 88, 28, 
4, 88, 28, 
4, 88, 28, 
5, 88, 28, 
5, 88, 28, 
6, 102, 31, 
8, 102, 31, 
8, 102, 31, 
9, 102, 31, 
9, 102, 31, 
9, 102, 31, 
10, 78, 62, 
0, 84, 27, 
1, 88, 28, 
3, 88, 28, 
3, 88, 28, 
3, 88, 28, 
4, 88, 28, 
4, 88, 28, 
5, 88, 28, 
5, 88, 28, 
6, 102, 31, 
8, 102, 31, 
8, 102, 31, 
9, 102, 31, 
9, 102, 31, 
9, 102, 31, 
10, 78, 62, 
0, 84, 27, 
1, 88, 28, 
3, 88, 28, 
3, 88, 28, 
3, 88, 28, 
4, 88, 28, 
4, 88, 28, 
5, 88, 28, 
5, 88, 28, 
6, 102, 31, 
8, 102, 31, 
